userId,problemId,score
user9,373,1
user9,110,2
user9,471,2
user9,22,1
user9,209,2
user9,78,3
user9,115,2
user9,326,1
user9,237,2
user9,334,1
user9,143,0
user9,150,2
user9,361,4
user9,302,2
user9,459,2
user9,358,1
user9,5,0
user9,366,0
user9,7,2
user9,374,2
user9,33,3
user9,430,3
user9,131,1
user9,102,4
user9,349,1
user9,398,2
user9,255,2
user9,406,3
user9,377,1
user9,174,2
user9,283,2
user9,230,2
user10,207,1
user10,214,2
user10,233,3
user10,270,2
user10,331,2
user10,422,2
user10,69,4
user10,238,2
user10,455,3
user10,246,2
user10,97,1
user10,14,0
user10,3,1
user10,70,3
user10,221,1
user10,462,3
user10,319,3
user10,278,1
user10,345,2
user10,46,3
user10,347,1
user10,294,4
user10,373,3
user10,110,1
user10,471,2
user10,22,3
user10,209,2
user10,78,2
user10,115,2
user10,326,2
user10,237,1
user10,334,2
user10,143,2
user10,150,2
user10,361,3
user10,302,3
user10,459,2
user10,358,0
user10,5,4
user10,366,3
user10,7,3
user10,374,2
user10,33,1
user10,430,3
user10,131,1
user10,102,2
user10,349,1
user10,398,3
user10,255,3
user10,406,1
user10,377,2
user10,174,3
user10,283,3
user10,230,2
user10,21,2
user10,142,3
user10,119,3
user10,438,3
user10,145,2
user10,206,1
user10,147,4
user10,454,3
user10,173,1
user10,270,1
user10,271,1
user10,182,3
user10,9,1
user10,238,2
user10,395,0
user10,6,2
user10,37,3
user10,14,4
user10,423,0
user10,310,0
user10,161,3
user10,462,2
user10,259,2
user10,38,1
user10,285,2
user10,46,0
user10,287,2
user10,54,2
user10,313,2
user10,110,3
user10,411,2
user10,262,3
user10,149,2
user10,78,2
user10,55,3
user10,86,1
user10,177,2
user10,334,2
user10,83,0
user10,390,1
user10,301,2
user10,302,3
user10,399,3
user10,118,3
user10,425,2
user10,366,3
user10,427,2
user10,134,3
user10,453,0
user10,430,3
user10,71,1
user10,342,2
user10,289,3
user10,398,1
user10,195,3
user10,166,3
user10,317,2
user10,174,0
user10,223,3
user10,470,1
user10,441,2
user10,142,3
user10,59,4
user10,198,0
user10,85,1
user10,206,2
user10,87,1
user10,214,3
user10,113,3
user10,270,1
user10,211,0
user10,422,2
user10,429,2
user10,238,2
user10,335,1
user10,246,3
user11,207,2
user11,214,1
user11,233,2
user11,270,4
user11,331,1
user11,422,3
user11,69,4
user11,238,4
user11,455,4
user11,246,3
user11,97,2
user11,14,2
user11,3,2
user11,70,4
user11,221,0
user11,462,1
user11,319,1
user11,278,1
user11,345,1
user11,46,1
user11,347,1
user11,294,1
user11,373,2
user11,110,4
user11,471,1
user11,22,0
user11,209,2
user11,78,3
user11,115,2
user11,326,1
user11,237,2
user11,334,1
user11,143,3
user11,150,1
user11,361,3
user11,302,1
user11,459,4
user11,358,0
user11,5,3
user11,366,3
user11,7,1
user11,374,1
user11,33,2
user11,430,2
user11,131,2
user11,102,2
user11,349,4
user11,398,3
user11,255,0
user11,406,2
user11,377,2
user11,174,0
user11,283,2
user11,230,3
user11,21,2
user11,142,2
user11,119,1
user11,438,1
user11,145,2
user11,206,1
user11,147,1
user11,454,2
user11,173,2
user11,270,1
user11,271,2
user11,182,1
user11,9,0
user11,238,3
user11,395,1
user11,6,2
user11,37,2
user11,14,3
user11,423,1
user11,310,3
user11,161,3
user11,462,3
user11,259,0
user11,38,2
user11,285,2
user11,46,2
user11,287,0
user11,54,1
user11,313,4
user11,110,1
user11,411,3
user11,262,4
user11,149,1
user11,78,1
user11,55,1
user11,86,3
user11,177,2
user11,334,3
user11,83,2
user11,390,3
user11,301,3
user11,302,2
user11,399,2
user11,118,2
user11,425,2
user11,366,2
user11,427,2
user11,134,1
user11,453,1
user11,430,3
user11,71,2
user11,342,1
user11,289,2
user11,398,3
user11,195,2
user11,166,3
user11,317,1
user11,174,3
user11,223,2
user11,470,2
user11,441,2
user11,142,2
user11,59,2
user11,198,1
user11,85,2
user11,206,1
user11,87,3
user11,214,3
user11,113,3
user11,270,2
user11,211,3
user11,422,4
user11,429,1
user11,238,1
user11,335,0
user11,246,2
user11,457,2
user11,14,2
user11,363,2
user11,70,4
user11,101,3
user12,207,1
user12,214,3
user12,233,2
user12,270,2
user12,331,3
user12,422,3
user12,69,1
user12,238,1
user12,455,2
user12,246,2
user12,97,2
user12,14,1
user12,3,3
user12,70,2
user12,221,1
user12,462,2
user12,319,3
user12,278,1
user12,345,1
user12,46,4
user12,347,3
user12,294,4
user12,373,0
user12,110,3
user12,471,3
user12,22,3
user12,209,3
user12,78,2
user12,115,1
user12,326,2
user12,237,2
user12,334,3
user12,143,1
user12,150,2
user12,361,2
user12,302,1
user12,459,1
user12,358,2
user12,5,1
user13,207,1
user13,214,0
user13,233,3
user13,270,4
user13,331,2
user13,422,1
user13,69,3
user13,238,2
user13,455,1
user13,246,2
user13,97,2
user13,14,1
user13,3,2
user13,70,2
user13,221,1
user13,462,2
user13,319,2
user13,278,1
user13,345,2
user13,46,2
user13,347,3
user13,294,3
user13,373,4
user13,110,2
user13,471,3
user13,22,0
user13,209,1
user13,78,2
user13,115,1
user13,326,2
user13,237,2
user13,334,3
user13,143,2
user13,150,3
user13,361,1
user13,302,0
user13,459,3
user13,358,2
user13,5,2
user13,366,0
user13,7,3
user13,374,1
user13,33,1
user13,430,2
user13,131,0
user13,102,3
user13,349,2
user13,398,3
user13,255,1
user13,406,2
user13,377,1
user13,174,1
user13,283,3
user13,230,2
user13,21,4
user13,142,3
user13,119,2
user13,438,3
user13,145,1
user13,206,2
user13,147,2
user13,454,3
user13,173,2
user13,270,2
user13,271,1
user13,182,3
user13,9,3
user13,238,2
user13,395,4
user13,6,2
user13,37,1
user13,14,1
user13,423,2
user13,310,1
user13,161,0
user13,462,3
user13,259,1
user13,38,3
user13,285,2
user13,46,2
user13,287,1
user13,54,4
user13,313,2
user13,110,3
user13,411,2
user13,262,1
user13,149,2
user13,78,3
user13,55,2
user13,86,2
user13,177,1
user13,334,2
user13,83,4
user13,390,1
user13,301,3
user13,302,1
user13,399,2
user13,118,3
user13,425,2
user13,366,3
user13,427,3
user13,134,1
user13,453,1
user13,430,1
user13,71,0
user13,342,3
user13,289,0
user13,398,2
user13,195,2
user13,166,3
user13,317,4
user13,174,3
user13,223,3
user13,470,4
user13,441,0
user13,142,2
user13,59,4
user13,198,1
user13,85,1
user13,206,2
user13,87,1
user13,214,4
user13,113,3
user13,270,1
user13,211,3
user13,422,2
user13,429,2
user13,238,1
user13,335,3
user13,246,0
user13,457,1
user13,14,3
user13,363,3
user13,70,3
user13,101,1
user13,462,1
user14,207,2
user14,214,4
user14,233,1
user14,270,2
user14,331,2
user14,422,3
user14,69,3
user14,238,1
user14,455,3
user14,246,2
user14,97,2
user14,14,2
user14,3,4
user14,70,1
user14,221,2
user14,462,3
user14,319,0
user14,278,3
user14,345,3
user14,46,1
user14,347,0
user14,294,1
user14,373,2
user14,110,2
user14,471,3
user14,22,2
user14,209,1
user14,78,2
user14,115,2
user14,326,3
user14,237,0
user14,334,4
user14,143,2
user14,150,3
user14,361,1
user14,302,2
user14,459,2
user14,358,1
user14,5,2
user14,366,4
user14,7,1
user14,374,0
user14,33,3
user14,430,2
user14,131,1
user14,102,3
user14,349,4
user14,398,2
user14,255,1
user14,406,3
user14,377,1
user14,174,3
user14,283,0
user14,230,3
user14,21,2
user14,142,1
user14,119,2
user14,438,3
user14,145,3
user14,206,1
user14,147,1
user14,454,1
user14,173,2
user14,270,1
user14,271,3
user14,182,3
user14,9,2
user14,238,2
user14,395,3
user14,6,3
user14,37,3
user14,14,1
user14,423,2
user14,310,3
user14,161,0
user14,462,2
user14,259,3
user14,38,0
user14,285,3
user14,46,3
user14,287,1
user14,54,1
user14,313,2
user14,110,2
user14,411,1
user14,262,1
user14,149,4
user14,78,1
user14,55,1
user14,86,2
user14,177,4
user14,334,4
user14,83,3
user14,390,3
user14,301,2
user14,302,2
user14,399,3
user14,118,3
user14,425,2
user14,366,2
user14,427,1
user14,134,1
user14,453,4
user14,430,2
user14,71,1
user14,342,1
user14,289,2
user14,398,4
user14,195,2
user14,166,1
user15,207,2
user15,214,2
user15,233,2
user15,270,1
user15,331,3
user15,422,4
user15,69,2
user15,238,0
user15,455,4
user15,246,2
user15,97,0
user15,14,4
user15,3,2
user15,70,3
user15,221,2
user15,462,2
user15,319,2
user15,278,2
user15,345,2
user15,46,0
user15,347,3
user15,294,3
user15,373,2
user15,110,2
user15,471,4
user15,22,2
user15,209,3
user15,78,1
user15,115,2
user15,326,3
user15,237,4
user15,334,2
user15,143,2
user15,150,2
user15,361,4
user15,302,4
user15,459,3
user15,358,1
user15,5,1
user15,366,2
user15,7,2
user15,374,3
user15,33,1
user15,430,2
user15,131,1
user15,102,2
user15,349,0
user15,398,3
user15,255,3
user15,406,1
user15,377,1
user15,174,2
user15,283,1
user15,230,2
user15,21,2
user15,142,1
user15,119,2
user15,438,4
user15,145,1
user15,206,1
user15,147,3
user15,454,4
user15,173,3
user15,270,1
user15,271,4
user15,182,3
user15,9,2
user15,238,1
user15,395,1
user15,6,1
user15,37,4
user15,14,1
user15,423,2
user15,310,1
user15,161,3
user15,462,2
user15,259,1
user15,38,3
user15,285,3
user15,46,2
user15,287,3
user15,54,2
user15,313,3
user15,110,1
user15,411,1
user15,262,4
user15,149,1
user15,78,1
user15,55,1
user15,86,1
user15,177,1
user15,334,3
user15,83,2
user15,390,3
user15,301,4
user15,302,2
user15,399,3
user15,118,2
user15,425,3
user15,366,0
user15,427,2
user15,134,2
user15,453,3
user15,430,1
user15,71,1
user15,342,2
user15,289,3
user15,398,3
user15,195,3
user15,166,1
user15,317,2
user15,174,1
user15,223,2
user15,470,1
user15,441,1
user15,142,4
user15,59,0
user15,198,1
user15,85,4
user15,206,3
user15,87,3
user15,214,3
user15,113,1
user15,270,1
user15,211,1
user15,422,3
user15,429,2
user15,238,2
user15,335,3
user15,246,2
user15,457,3
user15,14,1
user15,363,2
user15,70,1
user15,101,1
user15,462,0
user15,199,3
user15,278,4
user15,225,3
user15,46,3
user16,207,2
user16,214,2
user16,233,3
user16,270,3
user16,331,3
user16,422,2
user16,69,3
user16,238,3
user16,455,3
user16,246,2
user16,97,0
user16,14,1
user16,3,0
user16,70,2
user16,221,2
user16,462,1
user16,319,3
user16,278,4
user16,345,2
user16,46,3
user16,347,1
user16,294,3
user16,373,3
user16,110,3
user16,471,3
user16,22,1
user16,209,1
user16,78,1
user16,115,1
user16,326,2
user16,237,2
user16,334,1
user16,143,3
user16,150,2
user16,361,3
user16,302,3
user16,459,4
user16,358,2
user16,5,3
user16,366,2
user16,7,1
user16,374,2
user16,33,2
user16,430,3
user16,131,2
user16,102,2
user17,207,1
user17,214,3
user17,233,2
user17,270,2
user17,331,3
user17,422,1
user17,69,3
user17,238,4
user17,455,3
user17,246,1
user17,97,2
user17,14,2
user17,3,1
user17,70,1
user17,221,3
user17,462,3
user17,319,2
user17,278,4
user17,345,4
user17,46,3
user17,347,3
user17,294,2
user17,373,0
user17,110,3
user17,471,2
user17,22,1
user17,209,3
user17,78,3
user17,115,2
user17,326,3
user17,237,3
user17,334,2
user17,143,2
user17,150,3
user17,361,2
user17,302,2
user17,459,2
user17,358,2
user17,5,1
user17,366,0
user17,7,2
user17,374,1
user17,33,0
user17,430,1
user17,131,3
user17,102,2
user17,349,3
user17,398,1
user17,255,1
user17,406,3
user17,377,4
user17,174,3
user17,283,2
user17,230,2
user17,21,2
user17,142,0
user17,119,1
user17,438,4
user17,145,2
user17,206,1
user17,147,1
user17,454,2
user17,173,1
user17,270,3
user17,271,2
user17,182,3
user17,9,2
user17,238,2
user17,395,3
user17,6,2
user17,37,1
user17,14,3
user17,423,3
user17,310,3
user17,161,2
user17,462,2
user17,259,3
user17,38,1
user17,285,3
user17,46,1
user17,287,2
user17,54,4
user17,313,3
user17,110,2
user17,411,0
user17,262,0
user17,149,1
user17,78,2
user17,55,3
user17,86,1
user17,177,3
user17,334,3
user17,83,3
user17,390,1
user17,301,3
user17,302,1
user17,399,2
user17,118,3
user17,425,2
user17,366,2
user17,427,3
user17,134,3
user17,453,3
user17,430,2
user17,71,2
user17,342,1
user17,289,1
user17,398,3
user17,195,2
user17,166,3
user17,317,2
user17,174,3
user17,223,3
user17,470,2
user17,441,3
user17,142,3
user17,59,3
user17,198,2
user17,85,3
user17,206,3
user17,87,1
user17,214,0
user17,113,3
user17,270,0
user17,211,1
user18,207,4
user18,214,2
user19,207,1
user19,214,3
user19,233,1
user19,270,1
user19,331,4
user19,422,2
user19,69,2
user19,238,1
user19,455,3
user19,246,2
user19,97,2
user19,14,2
user19,3,1
user19,70,4
user19,221,1
user19,462,2
user19,319,2
user19,278,1
user19,345,2
user20,207,3
user20,214,2
user20,233,1
user20,270,0
user20,331,4
user20,422,2
user20,69,2
user20,238,2
user20,455,2
user20,246,2
user20,97,3
user20,14,3
user20,3,2
user20,70,2
user20,221,3
user20,462,3
user20,319,1
user20,278,2
user20,345,3
user20,46,0
user20,347,2
user20,294,3
user20,373,1
user20,110,3
user20,471,2
user20,22,2
user20,209,2
user20,78,2
user20,115,2
user20,326,2
user20,237,1
user20,334,4
user20,143,1
user20,150,3
user20,361,1
user20,302,1
user20,459,2
user20,358,2
user20,5,2
user20,366,1
user20,7,2
user20,374,4
user20,33,4
user20,430,3
user20,131,4
user20,102,1
user20,349,1
user20,398,3
user20,255,2
user20,406,3
user20,377,1
user20,174,3
user20,283,3
user20,230,3
user20,21,2
user20,142,2
user20,119,1
user20,438,2
user20,145,2
user20,206,2
user20,147,3
user20,454,2
user20,173,2
user20,270,2
user20,271,2
user20,182,0
user20,9,0
user20,238,1
user20,395,4
user20,6,1
user20,37,2
user20,14,2
user20,423,1
user20,310,1
user20,161,2
user20,462,0
user20,259,0
user20,38,2
user20,285,2
user20,46,3
user20,287,2
user20,54,3
user20,313,1
user20,110,3
user20,411,3
user20,262,1
user20,149,2
user20,78,1
user20,55,2
user20,86,2
user20,177,1
user20,334,2
user20,83,1
user20,390,2
user20,301,1
user20,302,3
user20,399,0
user20,118,3
user20,425,2
user20,366,1
user20,427,4
user20,134,3
user20,453,3
user20,430,3
user20,71,3
user20,342,2
user20,289,3
user20,398,1
user20,195,0
user20,166,4
user21,207,2
user21,214,1
user21,233,3
user21,270,3
user21,331,4
user21,422,1
user21,69,2
user21,238,1
user21,455,2
user21,246,0
user21,97,3
user21,14,2
user21,3,1
user21,70,0
user21,221,3
user21,462,2
user21,319,1
user21,278,3
user21,345,1
user21,46,1
user21,347,2
user21,294,1
user21,373,2
user21,110,2
user21,471,3
user21,22,3
user21,209,3
user21,78,3
user21,115,3
user21,326,4
user21,237,3
user21,334,3
user21,143,4
user21,150,2
user21,361,1
user21,302,3
user21,459,2
user21,358,0
user21,5,3
user21,366,1
user21,7,2
user21,374,3
user21,33,3
user21,430,2
user21,131,4
user21,102,2
user21,349,0
user21,398,1
user21,255,2
user21,406,2
user21,377,3
user21,174,3
user21,283,3
user21,230,1
user21,21,2
user21,142,1
user21,119,2
user21,438,1
user21,145,3
user21,206,2
user21,147,2
user21,454,1
user21,173,2
user21,270,2
user21,271,1
user21,182,2
user22,207,2
user22,214,2
user22,233,3
user22,270,1
user22,331,1
user22,422,3
user22,69,4
user22,238,3
user22,455,3
user22,246,2
user22,97,1
user22,14,3
user22,3,2
user22,70,3
user22,221,2
user22,462,4
user22,319,1
user22,278,2
user22,345,1
user22,46,2
user22,347,0
user22,294,2
user22,373,3
user22,110,1
user22,471,3
user22,22,4
user22,209,1
user22,78,2
user22,115,1
user22,326,0
user22,237,1
user22,334,2
user22,143,3
user22,150,2
user22,361,1
user22,302,2
user22,459,3
user22,358,1
user22,5,2
user22,366,2
user22,7,2
user22,374,0
user22,33,2
user22,430,2
user22,131,2
user22,102,2
user22,349,2
user22,398,0
user22,255,1
user22,406,2
user22,377,2
user22,174,4
user22,283,2
user22,230,3
user22,21,2
user22,142,2
user22,119,2
user22,438,1
user22,145,2
user22,206,1
user22,147,3
user22,454,4
user22,173,3
user22,270,1
user22,271,3
user22,182,1
user22,9,1
user22,238,2
user22,395,2
user22,6,2
user22,37,3
user22,14,3
user22,423,1
user22,310,4
user22,161,1
user22,462,3
user22,259,1
user22,38,4
user22,285,0
user22,46,3
user22,287,1
user22,54,3
user22,313,3
user22,110,2
user22,411,0
user22,262,1
user22,149,2
user22,78,2
user22,55,1
user22,86,3
user22,177,0
user22,334,2
user22,83,1
user22,390,1
user22,301,3
user22,302,2
user22,399,1
user22,118,2
user22,425,1
user22,366,1
user22,427,3
user22,134,3
user22,453,1
user22,430,4
user22,71,2
user22,342,2
user22,289,3
user22,398,1
user22,195,2
user22,166,1
user22,317,3
user22,174,0
user23,207,4
user23,214,1
user23,233,3
user23,270,2
user23,331,2
user23,422,2
user23,69,4
user23,238,3
user23,455,2
user23,246,0
user23,97,1
user23,14,0
user23,3,2
user23,70,1
user23,221,3
user23,462,0
user23,319,0
user23,278,2
user23,345,1
user23,46,1
user23,347,2
user23,294,1
user23,373,1
user23,110,2
user23,471,3
user23,22,2
user23,209,1
user23,78,2
user23,115,3
user23,326,2
user23,237,2
user23,334,2
user23,143,3
user23,150,3
user23,361,3
user23,302,2
user23,459,1
user23,358,1
user23,5,1
user23,366,2
user23,7,4
user23,374,3
user23,33,4
user23,430,2
user23,131,2
user23,102,2
user23,349,2
user23,398,4
user23,255,2
user23,406,2
user23,377,3
user23,174,3
user23,283,2
user23,230,1
user23,21,1
user23,142,1
user23,119,1
user23,438,3
user23,145,3
user23,206,3
user23,147,2
user23,454,2
user23,173,2
user23,270,1
user23,271,3
user23,182,1
user23,9,3
user23,238,3
user23,395,2
user23,6,1
user23,37,2
user23,14,2
user23,423,2
user23,310,4
user23,161,4
